chr	context	strand	Read	Position	nMethylated	nUnmethylated	nMethylated(+dups)	nUnmethylated(+dups)
genome_hic_scaffold_11_RagTag	CHG	OT	1	8	3	0	3	0
genome_hic_scaffold_11_RagTag	CHG	OT	1	9	6	0	6	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	1	3	1	3	1
genome_hic_scaffold_11_RagTag	CHG	OT	2	10	12	0	12	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	11	6	0	6	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	12	6	1	6	1
genome_hic_scaffold_11_RagTag	CHG	OT	2	13	8	0	8	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	14	11	0	11	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	15	11	0	11	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	16	4	0	4	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	17	7	1	7	1
genome_hic_scaffold_11_RagTag	CHG	OT	2	18	14	0	14	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	19	5	0	5	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	2	6	0	6	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	20	9	0	9	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	21	5	1	5	1
genome_hic_scaffold_11_RagTag	CHG	OT	2	22	9	0	9	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	23	5	1	5	1
genome_hic_scaffold_11_RagTag	CHG	OT	2	24	9	2	9	2
genome_hic_scaffold_11_RagTag	CHG	OT	2	25	9	0	9	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	26	12	1	12	1
genome_hic_scaffold_11_RagTag	CHG	OT	2	27	1	1	1	1
genome_hic_scaffold_11_RagTag	CHG	OT	2	28	7	0	7	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	29	5	0	5	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	3	9	0	9	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	30	9	0	9	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	31	11	0	11	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	32	8	1	8	1
genome_hic_scaffold_11_RagTag	CHG	OT	2	33	6	0	6	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	34	8	0	8	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	35	7	0	7	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	36	8	0	8	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	37	10	0	10	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	38	15	0	15	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	39	10	0	10	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	4	9	1	9	1
genome_hic_scaffold_11_RagTag	CHG	OT	2	40	7	0	7	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	41	9	0	9	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	42	7	0	7	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	43	4	0	4	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	44	8	0	8	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	45	6	0	6	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	46	9	1	9	1
genome_hic_scaffold_11_RagTag	CHG	OT	2	47	8	0	8	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	48	11	0	11	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	49	5	0	5	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	5	13	0	13	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	50	10	0	10	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	51	9	0	9	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	52	10	1	10	1
genome_hic_scaffold_11_RagTag	CHG	OT	2	53	6	1	6	1
genome_hic_scaffold_11_RagTag	CHG	OT	2	54	8	0	8	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	55	11	0	11	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	56	8	1	8	1
genome_hic_scaffold_11_RagTag	CHG	OT	2	57	4	0	4	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	58	10	0	10	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	59	11	0	11	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	6	10	0	10	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	60	6	0	6	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	61	6	1	6	1
genome_hic_scaffold_11_RagTag	CHG	OT	2	62	3	0	3	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	63	6	0	6	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	64	12	3	12	3
genome_hic_scaffold_11_RagTag	CHG	OT	2	65	6	0	6	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	66	5	0	5	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	67	5	1	5	1
genome_hic_scaffold_11_RagTag	CHG	OT	2	68	11	0	11	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	69	7	1	7	1
genome_hic_scaffold_11_RagTag	CHG	OT	2	7	11	2	11	2
genome_hic_scaffold_11_RagTag	CHG	OT	2	70	7	0	7	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	71	5	1	5	1
genome_hic_scaffold_11_RagTag	CHG	OT	2	72	4	1	4	1
genome_hic_scaffold_11_RagTag	CHG	OT	2	73	3	0	3	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	74	11	0	11	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	75	6	0	6	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	76	5	0	5	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	8	10	0	10	0
genome_hic_scaffold_11_RagTag	CHG	OT	2	9	10	0	10	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	1	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	10	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	11	3	1	3	1
genome_hic_scaffold_11_RagTag	CpG	OB	1	12	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	13	4	1	4	1
genome_hic_scaffold_11_RagTag	CpG	OB	1	14	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	15	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	16	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	17	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	18	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	19	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	2	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	20	1	0	1	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	21	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	22	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	23	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	24	5	1	5	1
genome_hic_scaffold_11_RagTag	CpG	OB	1	25	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	26	1	0	1	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	27	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	28	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	29	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	3	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	30	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	31	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	32	1	0	1	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	33	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	34	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	35	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	36	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	37	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	38	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	39	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	4	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	40	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	41	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	42	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	43	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	44	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	45	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	46	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	47	7	1	7	1
genome_hic_scaffold_11_RagTag	CpG	OB	1	48	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	49	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	5	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	50	3	1	3	1
genome_hic_scaffold_11_RagTag	CpG	OB	1	51	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	52	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	53	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	54	3	1	3	1
genome_hic_scaffold_11_RagTag	CpG	OB	1	55	3	1	3	1
genome_hic_scaffold_11_RagTag	CpG	OB	1	56	9	0	9	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	57	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	58	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	59	2	1	2	1
genome_hic_scaffold_11_RagTag	CpG	OB	1	6	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	60	8	0	8	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	61	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	62	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	63	10	0	10	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	64	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	65	1	0	1	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	66	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	67	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	68	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	69	2	1	2	1
genome_hic_scaffold_11_RagTag	CpG	OB	1	7	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	70	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	71	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	72	1	0	1	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	73	1	0	1	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	74	3	1	3	1
genome_hic_scaffold_11_RagTag	CpG	OB	1	75	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	76	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	1	8	6	1	6	1
genome_hic_scaffold_11_RagTag	CpG	OB	1	9	8	0	8	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	1	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	10	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	11	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	12	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	13	2	1	2	1
genome_hic_scaffold_11_RagTag	CpG	OB	2	14	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	15	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	16	2	1	2	1
genome_hic_scaffold_11_RagTag	CpG	OB	2	17	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	18	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	19	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	2	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	20	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	21	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	22	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	23	8	1	8	1
genome_hic_scaffold_11_RagTag	CpG	OB	2	24	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	25	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	26	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	27	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	28	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	29	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	3	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	30	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	31	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	32	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	33	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	34	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	35	6	1	6	1
genome_hic_scaffold_11_RagTag	CpG	OB	2	36	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	37	10	0	10	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	38	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	39	1	0	1	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	4	1	0	1	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	40	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	41	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	42	4	1	4	1
genome_hic_scaffold_11_RagTag	CpG	OB	2	43	6	1	6	1
genome_hic_scaffold_11_RagTag	CpG	OB	2	44	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	45	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	46	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	47	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	48	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	49	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	5	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	50	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	51	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	52	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	53	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	54	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	55	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	56	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	57	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	58	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	59	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	6	2	1	2	1
genome_hic_scaffold_11_RagTag	CpG	OB	2	60	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	61	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	62	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	63	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	64	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	65	2	1	2	1
genome_hic_scaffold_11_RagTag	CpG	OB	2	66	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	67	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	68	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	69	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	7	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	70	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	71	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	72	5	1	5	1
genome_hic_scaffold_11_RagTag	CpG	OB	2	73	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	74	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	75	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	76	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OB	2	8	3	1	3	1
genome_hic_scaffold_11_RagTag	CpG	OB	2	9	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	1	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	10	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	11	9	0	9	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	12	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	13	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	14	1	0	1	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	15	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	16	8	0	8	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	17	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	18	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	19	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	2	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	20	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	21	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	22	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	23	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	24	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	25	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	26	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	27	2	1	2	1
genome_hic_scaffold_11_RagTag	CpG	OT	1	28	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	29	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	3	1	0	1	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	30	4	1	4	1
genome_hic_scaffold_11_RagTag	CpG	OT	1	31	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	32	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	33	3	1	3	1
genome_hic_scaffold_11_RagTag	CpG	OT	1	34	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	35	4	1	4	1
genome_hic_scaffold_11_RagTag	CpG	OT	1	36	1	0	1	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	37	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	38	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	39	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	4	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	40	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	41	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	42	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	43	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	44	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	45	12	0	12	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	46	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	47	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	48	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	49	1	0	1	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	5	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	50	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	51	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	52	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	53	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	54	8	0	8	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	55	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	56	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	57	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	58	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	59	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	6	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	60	7	1	7	1
genome_hic_scaffold_11_RagTag	CpG	OT	1	61	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	62	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	63	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	64	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	65	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	66	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	67	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	68	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	69	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	7	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	70	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	71	9	0	9	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	72	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	73	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	74	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	75	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	76	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	8	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OT	1	9	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	1	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	10	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	11	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	12	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	13	9	0	9	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	14	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	15	11	0	11	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	16	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	17	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	18	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	19	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	2	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	20	9	0	9	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	21	7	1	7	1
genome_hic_scaffold_11_RagTag	CpG	OT	2	22	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	23	9	0	9	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	24	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	25	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	26	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	27	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	28	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	29	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	3	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	30	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	31	8	0	8	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	32	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	33	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	34	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	35	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	36	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	37	1	1	1	1
genome_hic_scaffold_11_RagTag	CpG	OT	2	38	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	39	8	0	8	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	4	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	40	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	41	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	42	8	0	8	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	43	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	44	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	45	8	0	8	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	46	3	1	3	1
genome_hic_scaffold_11_RagTag	CpG	OT	2	47	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	48	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	49	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	5	8	0	8	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	50	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	51	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	52	8	0	8	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	53	3	0	3	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	54	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	55	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	56	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	57	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	58	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	59	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	6	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	60	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	61	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	62	7	0	7	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	63	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	64	2	1	2	1
genome_hic_scaffold_11_RagTag	CpG	OT	2	65	6	1	6	1
genome_hic_scaffold_11_RagTag	CpG	OT	2	66	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	67	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	68	6	0	6	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	69	4	0	4	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	7	5	0	5	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	70	5	1	5	1
genome_hic_scaffold_11_RagTag	CpG	OT	2	71	2	0	2	0
genome_hic_scaffold_11_RagTag	CpG	OT	2	72	3	0	3	0
